,date,location_key,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_vaccinated_pfizer,cumulative_persons_vaccinated_pfizer,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_vaccinated_moderna,cumulative_persons_vaccinated_moderna,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_vaccinated_janssen,cumulative_persons_vaccinated_janssen,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,new_persons_vaccinated_sinovac,total_persons_vaccinated_sinovac,new_persons_fully_vaccinated_sinovac,total_persons_fully_vaccinated_sinovac,new_vaccine_doses_administered_sinovac,total_vaccine_doses_administered_sinovac
2222694,2022-01-16,US_TN_47155,,,46.0,47722.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2010634,2022-04-26,US_OK_40063,,,5.0,6100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1313277,2022-07-27,US_IL_17171,,,0.0,2104.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1504096,2021-10-19,US_LA_22097,,,16.0,29937.0,,,,,,,,,,,,,,,,,,,,,,,,,,
203377,2021-04-23,AR_W_014,1.0,146.0,1.0,16.0,2.0,162.0,,,,,,,,,,,,,,,,,,,,,,,,
1200782,2022-02-28,US_IA_19007,,,0.0,5823.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1029476,2022-04-21,US_CA_06067,,,216.0,1048648.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1304238,2022-03-02,US_IL_17135,,,0.0,14438.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1629313,2022-02-01,US_MO_29013,,,12.0,6131.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2083689,2021-08-04,US_PA_42129,,,83.0,164193.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1943518,2021-09-20,US_NY_36099,,,11.0,16064.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2250942,2022-01-02,US_TX_48077,,,0.0,4363.0,,,,,,,,,,,,,,,,,,,,,,,,,,
18023,2021-02-05,AR_B_105,0.0,358.0,39.0,176.0,39.0,534.0,,,,,,,,,,,,,,,,,,,,,,,,
1472717,2021-05-19,US_KY_21213,,,11.0,5604.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2129086,2021-12-13,US_SC_45005,,,0.0,4722.0,,,,,,,,,,,,,,,,,,,,,,,,,,
605784,2021-01-25,IL_Z_0512,29.0,368.0,30.0,123.0,59.0,491.0,,,,,,,,,,,,,,,,,,,,,,,,
2378311,2022-07-24,US_VA_51021,,,0.0,2465.0,,,,,,,,,,,,,,,,,,,,,,,,,,
469813,2022-01-24,IL_HA_8200,1.0,36385.0,20.0,34645.0,21.0,71030.0,,,,,,,,,,,,,,,,,,,,,,,,
30643,2021-09-08,AR_B_280,27.0,10303.0,130.0,5262.0,157.0,15565.0,,,,,,,,,,,,,,,,,,,,,,,,
2103969,2021-05-18,US_PR_72073,,,10.0,4375.0,,,,,,,,,,,,,,,,,,,,,,,,,,
939551,2022-01-16,US_AL_01027,,,6.0,5455.0,,,,,,,,,,,,,,,,,,,,,,,,,,
613115,2021-02-05,IL_Z_0526,21.0,771.0,5.0,374.0,26.0,1145.0,,,,,,,,,,,,,,,,,,,,,,,,
1377410,2021-10-05,US_KS_20039,,,0.0,1001.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1796623,2021-11-15,US_NC_37175,,,4.0,17317.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1886397,2021-09-21,US_NJ_34017,,,542.0,426946.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1876994,2021-12-16,US_NH_33001,,,33.0,36023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1397577,2021-07-10,US_KS_20121,,,14.0,12141.0,,,,,,,,,,,,,,,,,,,,,,,,,,
749414,2021-05-23,PL_08_05,95.0,12973.0,0.0,4310.0,95.0,17283.0,,,,,,,,,,,,,,,,,,,,,,,,
2323364,2021-06-20,US_TX_48371,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2479161,2021-08-16,US_WI_55049,,,25.0,13904.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2279526,2021-10-26,US_TX_48193,,,0.0,3791.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1476130,2022-08-11,US_KY_21225,,,4.0,6200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
574086,2021-12-18,IL_WE_3780,0.0,19832.0,0.0,13948.0,0.0,33780.0,,,,,,,,,,,,,,,,,,,,,,,,
477757,2021-04-08,IL_JM_1113,9.0,5488.0,4.0,5233.0,13.0,10721.0,,,,,,,,,,,,,,,,,,,,,,,,
1685380,2022-03-10,US_MS_28005,,,0.0,4885.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2439770,2022-07-22,US_VT,0.0,594050.0,0.0,512793.0,0.0,1479555.0,,,0.0,283869.0,0.0,844117.0,,,0.0,180988.0,0.0,580685.0,,,0.0,47642.0,0.0,53860.0,,,,,,
1288888,2022-01-25,US_IL_17073,,,18.0,28370.0,,,,,,,,,,,,,,,,,,,,,,,,,,
57814,2021-10-14,AR_B_658,1615.0,165929.0,327.0,132020.0,1942.0,297949.0,,,,,,,,,,,,,,,,,,,,,,,,
2346453,2022-06-20,US_TX_48463,,,0.0,14813.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1320181,2022-07-15,US_IL_17199,,,0.0,37348.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2292267,2021-07-15,US_TX_48245,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2301073,2022-09-11,US_TX_48279,,,0.0,5587.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2307612,2021-08-15,US_TX_48307,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1917567,2022-08-21,US_NV_32031,,,0.0,308634.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2490585,2021-10-17,US_WI_55093,,,19.0,16819.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1699211,2022-03-09,US_MS_28061,,,4.0,8229.0,,,,,,,,,,,,,,,,,,,,,,,,,,
112705,2021-10-28,AR_H_021,106.0,28511.0,52.0,20350.0,158.0,48861.0,,,,,,,,,,,,,,,,,,,,,,,,
330410,2022-07-02,FR,1070.0,54503243.0,1093.0,53604791.0,2163.0,108108034.0,,,,,,,,,,,,,,,,,,,,,,,,
1869004,2022-01-03,US_NE_31157,,,0.0,13927.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2197411,2021-10-19,US_TN_47053,,,88.0,19370.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2274462,2021-06-24,US_TX_48173,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1298911,2022-06-17,US_IL_17113,,,0.0,110308.0,,,,,,,,,,,,,,,,,,,,,,,,,,
847948,2021-07-06,PL_24_65,33.0,43401.0,160.0,31898.0,193.0,75299.0,,,,,,,,,,,,,,,,,,,,,,,,
2005146,2022-03-03,US_OK_40041,,,22.0,17846.0,,,,,,,,,,,,,,,,,,,,,,,,,,
960809,2022-02-01,US_AL_01113,,,42.0,22656.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1206061,2021-09-26,US_IA_19029,,,0.0,6687.0,,,,,,,,,,,,,,,,,,,,,,,,,,
869614,2021-10-20,PL_28_14,215.0,53849.0,28.0,46742.0,243.0,100591.0,,,,,,,,,,,,,,,,,,,,,,,,
2225407,2021-05-10,US_TN_47167,,,105.0,11341.0,,,,,,,,,,,,,,,,,,,,,,,,,,
419415,2021-11-12,IL_D_0351,2.0,1657.0,1.0,1522.0,3.0,3179.0,,,,,,,,,,,,,,,,,,,,,,,,
1251388,2022-06-22,US_ID_16011,,,0.0,23267.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1468334,2021-07-21,US_KY_21195,,,13.0,21887.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2268191,2021-11-22,US_TX_48147,,,17.0,14267.0,,,,,,,,,,,,,,,,,,,,,,,,,,
526116,2020-11-23,IL_M_8400,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
109523,2021-12-24,AR_G_161,1.0,21958.0,1.0,19326.0,2.0,41284.0,,,,,,,,,,,,,,,,,,,,,,,,
1828803,2021-10-12,US_ND_38103,,,2.0,1485.0,,,,,,,,,,,,,,,,,,,,,,,,,,
225821,2021-06-24,AR_Y,3468.0,114701.0,194.0,32984.0,3662.0,147685.0,,,,,,,,,,,,,,,,,,,,,,,,
1226583,2022-06-21,US_IA_19111,,,0.0,17382.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2066723,2022-06-24,US_PA_42059,,,0.0,18544.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1348323,2022-03-17,US_IN_18107,,,2.0,17413.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2338995,2022-05-03,US_TX_48433,,,1.0,548.0,,,,,,,,,,,,,,,,,,,,,,,,,,
747674,2021-12-29,PL_08_01,23.0,17500.0,79.0,15139.0,267.0,38826.0,,,,,,,,,,,,,,,,,,,,,,,,
1209002,2021-09-03,US_IA_19041,,,12.0,7197.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2210144,2021-06-30,US_TN_47105,,,36.0,25016.0,,,,,,,,,,,,,,,,,,,,,,,,,,
893702,2022-01-06,PL_32_05,39.0,22463.0,11.0,18609.0,386.0,47690.0,,,,,,,,,,,,,,,,,,,,,,,,
631260,2020-09-03,IL_Z_0998,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2469936,2022-01-24,US_WI_55011,,,1.0,6408.0,,,,,,,,,,,,,,,,,,,,,,,,,,
359071,2022-01-02,FR_GES_67,45.0,885920.0,67.0,871294.0,112.0,1757214.0,,,,,,,,,,,,,,,,,,,,,,,,
755342,2021-07-10,PL_10_02,156.0,41249.0,466.0,34421.0,622.0,75670.0,,,,,,,,,,,,,,,,,,,,,,,,
781988,2022-01-12,PL_14_08,114.0,48547.0,207.0,37546.0,825.0,110637.0,,,,,,,,,,,,,,,,,,,,,,,,
1232773,2021-11-01,US_IA_19137,,,0.0,5087.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1582238,2021-12-25,US_MN,0.0,4005557.0,0.0,3671342.0,0.0,9006530.0,,,0.0,2091225.0,0.0,5336824.0,,,0.0,1260946.0,0.0,3324140.0,,,0.0,318202.0,0.0,342623.0,,,,,,
2481240,2021-11-27,US_WI_55057,,,0.0,12896.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2162955,2022-06-04,US_SD_46049,,,0.0,1274.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1496950,2022-07-10,US_LA_22067,,,0.0,11552.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1887175,2022-07-02,US_NJ_34019,,,0.0,89571.0,,,,,,,,,,,,,,,,,,,,,,,,,,
881234,2021-06-02,PL_30_16,630.0,29573.0,428.0,11856.0,1058.0,41429.0,,,,,,,,,,,,,,,,,,,,,,,,
422682,2020-10-15,IL_D_0831,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1059230,2022-05-02,US_CO_08067,,,0.0,39735.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1279273,2021-06-10,US_IL_17035,,,4.0,2603.0,,,,,,,,,,,,,,,,,,,,,,,,,,
743172,2021-09-28,PL_06_17,19.0,24562.0,11.0,22584.0,30.0,47146.0,,,,,,,,,,,,,,,,,,,,,,,,
512263,2020-07-18,IL_M_1333,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
713189,2021-06-27,PL_02_11,67.0,58196.0,262.0,47918.0,329.0,106114.0,,,,,,,,,,,,,,,,,,,,,,,,
396094,2022-02-01,FR_PAC_06,248.0,853217.0,517.0,835249.0,765.0,1688466.0,,,,,,,,,,,,,,,,,,,,,,,,
1209235,2022-04-24,US_IA_19041,,,0.0,8318.0,,,,,,,,,,,,,,,,,,,,,,,,,,
728893,2021-07-21,PL_04_12,35.0,17100.0,186.0,13855.0,221.0,30955.0,,,,,,,,,,,,,,,,,,,,,,,,
1624778,2022-02-16,US_MN_27171,,,69.0,74442.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2437337,2021-11-12,US_VA_51820,,,2.0,9587.0,,,,,,,,,,,,,,,,,,,,,,,,,,
633474,2021-09-22,IL_Z_1063,17.0,15392.0,15.0,14511.0,32.0,29903.0,,,,,,,,,,,,,,,,,,,,,,,,
1419,2022-01-04,AR,36235.0,16727483.0,45691.0,14376241.0,81926.0,31103724.0,,,,,,,,,,,,,,,,,,,,,,,,
1336351,2021-11-21,US_IN_18059,,,24.0,48866.0,,,,,,,,,,,,,,,,,,,,,,,,,,
261663,2022-02-10,BR_MA,25849.0,4685960.0,25186.0,3795375.0,51035.0,8481335.0,,,,,,,,,,,,,,,,,,,,,,,,
1836313,2021-10-08,US_NE_31025,,,17.0,13686.0,,,,,,,,,,,,,,,,,,,,,,,,,,
926963,2022-04-30,US_AK_02180,,,0.0,7067.0,,,,,,,,,,,,,,,,,,,,,,,,,,
166116,2022-02-13,AR_P_056,0.0,29496.0,2.0,26450.0,2.0,55946.0,,,,,,,,,,,,,,,,,,,,,,,,
571206,2021-08-05,IL_WE_3770,3.0,2642.0,1.0,2464.0,4.0,5106.0,,,,,,,,,,,,,,,,,,,,,,,,
1351227,2022-01-16,US_IN_18119,,,5.0,8552.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1733791,2021-11-25,US_MT_30035,,,0.0,10166.0,,,,,,,,,,,,,,,,,,,,,,,,,,
787718,2021-08-15,PL_14_20,87.0,41194.0,115.0,35745.0,202.0,76939.0,,,,,,,,,,,,,,,,,,,,,,,,
680820,2021-08-22,IT_78,483.0,1188778.0,1021.0,1017733.0,1525.0,2219287.0,,,,,,,,,,,,,,,,,,,,,,,,
702362,2021-04-19,MY_15,383.0,3719.0,0.0,2341.0,383.0,6060.0,383.0,3117.0,0.0,2338.0,,,,,,,,,,,,,,,0.0,0.0,,,,
1100446,2021-10-16,US_FL_12077,,,1.0,2646.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1032827,2022-01-04,US_CA_06081,,,3270.0,606669.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1721172,2021-06-13,US_MS_28151,,,0.0,11470.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1757290,2022-05-21,US_NC_37015,,,1.0,9951.0,,,,,,,,,,,,,,,,,,,,,,,,,,
955460,2022-04-27,US_AL_01091,,,0.0,10268.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1411098,2022-01-09,US_KS_20175,,,7.0,9235.0,,,,,,,,,,,,,,,,,,,,,,,,,,
371882,2021-01-11,FR_MAY,2.0,7.0,0.0,0.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,
917875,2021-10-19,US_AK,1946.0,428813.0,2496.0,380362.0,17756.0,844953.0,,,1618.0,203115.0,13141.0,485885.0,,,524.0,143892.0,4204.0,322840.0,,,352.0,33286.0,408.0,35661.0,,,,,,
2044174,2021-11-21,US_OR_41043,,,45.0,67273.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1021346,2021-09-07,US_CA_06035,,,31.0,8726.0,,,,,,,,,,,,,,,,,,,,,,,,,,
368205,2021-04-06,FR_IDF_91,3883.0,162192.0,2076.0,56597.0,5959.0,218789.0,,,,,,,,,,,,,,,,,,,,,,,,
2103872,2022-06-19,US_PR_72071,,,0.0,31094.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1513327,2022-06-11,US_MA_25003,,,25.0,74660.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1927529,2022-07-30,US_NY_36033,,,0.0,35606.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1491875,2022-02-25,US_LA_22047,,,28.0,17923.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1126002,2022-07-01,US_GA_13043,,,0.0,4606.0,,,,,,,,,,,,,,,,,,,,,,,,,,
451998,2020-11-20,IL_HA_0652,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1807978,2021-07-27,US_ND_38019,,,0.0,1837.0,,,,,,,,,,,,,,,,,,,,,,,,,,
515891,2020-06-16,IL_M_2550,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
867352,2022-04-26,PL_28_09,1.0,17882.0,5.0,16646.0,6.0,44160.0,,,,,,,,,,,,,,,,,,,,,,,,
1285560,2022-06-04,US_IL_17059,,,2.0,2670.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2335711,2021-06-17,US_TX_48421,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2419579,2021-12-08,US_VA_51199,,,81.0,37311.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2379462,2021-08-27,US_VA_51027,,,7.0,6171.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1595877,2021-06-12,US_MN_27055,,,22.0,6085.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024586,2022-09-08,US_OK_40119,,,64.0,41059.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1925625,2021-06-03,US_NY_36027,,,567.0,139410.0,,,,,,,,,,,,,,,,,,,,,,,,,,
18557,2021-05-11,AR_B_112,28.0,4356.0,1.0,950.0,29.0,5306.0,,,,,,,,,,,,,,,,,,,,,,,,
1160076,2022-06-19,US_GA_13181,,,0.0,3693.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1270647,2022-03-06,US_IL,5135.0,9649569.0,5280.0,8579003.0,17167.0,21851659.0,,,3881.0,5159805.0,11979.0,13417089.0,,,1144.0,2788736.0,4776.0,7730318.0,,,237.0,621403.0,338.0,675121.0,,,,,,
922331,2021-10-26,US_AK_02100,,,1.0,1626.0,,,,,,,,,,,,,,,,,,,,,,,,,,
614091,2021-04-07,IL_Z_0528,0.0,1720.0,5.0,1567.0,5.0,3287.0,,,,,,,,,,,,,,,,,,,,,,,,
1315079,2022-02-03,US_IL_17179,,,0.0,76886.0,,,,,,,,,,,,,,,,,,,,,,,,,,
663844,2021-03-01,IN_GA,1900.0,20622.0,249.0,2321.0,2149.0,22943.0,,,,,,,,,,,,,,,,,,,,,,,,
2201252,2021-06-30,US_TN_47069,,,12.0,7192.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2308282,2022-02-07,US_TX_48309,,,58.0,129194.0,,,,,,,,,,,,,,,,,,,,,,,,,,
698508,2021-08-26,MY_08,19864.0,1186287.0,21114.0,849432.0,40978.0,2035717.0,15029.0,590773.0,19176.0,467547.0,,,,,,,,,,,,,,,2439.0,1893.0,,,,
1151338,2021-07-14,US_GA_13147,,,10.0,5425.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2264660,2021-09-10,US_TX_48133,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1052189,2021-12-28,US_CO_08039,,,17.0,9506.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2145695,2021-06-09,US_SC_45073,,,113.0,25378.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1206796,2022-05-25,US_IA_19031,,,0.0,11245.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2392180,2022-09-14,US_VA_51079,,,0.0,9095.0,,,,,,,,,,,,,,,,,,,,,,,,,,
367134,2021-10-06,FR_IDF_77,696.0,1016727.0,1424.0,982698.0,2120.0,1999425.0,,,,,,,,,,,,,,,,,,,,,,,,
2063834,2021-05-01,US_PA_42049,,,2908.0,91187.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1901234,2021-06-26,US_NM_35029,,,131.0,10158.0,,,,,,,,,,,,,,,,,,,,,,,,,,
782881,2021-10-17,PL_14_10,0.0,10158.0,0.0,9258.0,0.0,19416.0,,,,,,,,,,,,,,,,,,,,,,,,
2465946,2022-03-31,US_WA_53075,,,3.0,23321.0,,,,,,,,,,,,,,,,,,,,,,,,,,
465169,2021-11-16,IL_HA_4000,21.0,191380.0,23.0,182647.0,44.0,374027.0,,,,,,,,,,,,,,,,,,,,,,,,
164500,2021-04-03,AR_P_035,0.0,1116.0,1.0,110.0,1.0,1226.0,,,,,,,,,,,,,,,,,,,,,,,,
356580,2022-01-19,FR_GES_52,123.0,134672.0,141.0,132162.0,264.0,266834.0,,,,,,,,,,,,,,,,,,,,,,,,
794617,2021-09-23,PL_14_35,63.0,33102.0,46.0,30235.0,109.0,63337.0,,,,,,,,,,,,,,,,,,,,,,,,
2290172,2022-07-25,US_TX_48235,,,0.0,2197.0,,,,,,,,,,,,,,,,,,,,,,,,,,
175592,2021-06-11,AR_R_035,10.0,576.0,7.0,233.0,17.0,809.0,,,,,,,,,,,,,,,,,,,,,,,,
1715200,2021-04-30,US_MS_28127,,,170.0,5919.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1475060,2022-05-21,US_KY_21221,,,0.0,6926.0,,,,,,,,,,,,,,,,,,,,,,,,,,
297428,2022-05-03,CL,1592.0,17921613.0,2588.0,17469584.0,129729.0,53047351.0,,,,,,,,,,,,,,,,,,,,,,,,
1647682,2022-05-03,US_MO_29087,,,1.0,1856.0,,,,,,,,,,,,,,,,,,,,,,,,,,
173049,2021-09-15,AR_Q_112,0.0,10695.0,48.0,7565.0,48.0,18260.0,,,,,,,,,,,,,,,,,,,,,,,,
335681,2021-06-25,FR_ARA_43,585.0,110793.0,2301.0,75988.0,2886.0,186781.0,,,,,,,,,,,,,,,,,,,,,,,,
2292581,2022-05-25,US_TX_48245,,,0.0,129451.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1761754,2022-06-08,US_NC_37033,,,1.0,11409.0,,,,,,,,,,,,,,,,,,,,,,,,,,
472494,2021-11-21,IL_HA_9600,6.0,26008.0,8.0,24810.0,14.0,50818.0,,,,,,,,,,,,,,,,,,,,,,,,
1565595,2021-04-29,US_MI_26101,,,39.0,8621.0,,,,,,,,,,,,,,,,,,,,,,,,,,
759949,2022-01-23,PL_10_11,0.0,21694.0,0.0,19411.0,0.0,49739.0,,,,,,,,,,,,,,,,,,,,,,,,
1083049,2021-07-01,US_FL_12005,,,161.0,56972.0,,,,,,,,,,,,,,,,,,,,,,,,,,
44847,2022-02-15,AR_B_483,3.0,15456.0,9.0,13934.0,12.0,29390.0,,,,,,,,,,,,,,,,,,,,,,,,
2179153,2022-02-20,US_SD_46115,,,0.0,3280.0,,,,,,,,,,,,,,,,,,,,,,,,,,
842543,2021-06-21,PL_24_11,96.0,40380.0,92.0,26920.0,188.0,67300.0,,,,,,,,,,,,,,,,,,,,,,,,
1158315,2021-09-13,US_GA_13175,,,0.0,9016.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1180968,2021-07-04,US_GA_13269,,,0.0,1593.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1583949,2022-08-08,US_MN_27005,,,0.0,19042.0,,,,,,,,,,,,,,,,,,,,,,,,,,
292531,2021-08-28,CH_TG,426.0,146039.0,124.0,135709.0,506.0,274090.0,,,,,,,,,,,,,,,,,,,,,,,,
554778,2021-09-16,IL_WE_3640,0.0,5832.0,0.0,5476.0,0.0,11308.0,,,,,,,,,,,,,,,,,,,,,,,,
1776230,2021-06-29,US_NC_37093,,,9.0,10188.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1703817,2022-08-16,US_MS_28079,,,0.0,11345.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1887837,2021-08-10,US_NJ_34023,,,0.0,473860.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2269299,2022-03-22,US_TX_48151,,,2.0,1396.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2173853,2022-07-04,US_SD_46093,,,0.0,15518.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1481273,2021-07-12,US_LA_22005,,,41.0,41330.0,,,,,,,,,,,,,,,,,,,,,,,,,,
985550,2021-11-30,US_AR_05077,,,9.0,2724.0,,,,,,,,,,,,,,,,,,,,,,,,,,
44480,2021-01-18,AR_B_483,3.0,196.0,0.0,0.0,3.0,196.0,,,,,,,,,,,,,,,,,,,,,,,,
1818703,2022-07-13,US_ND_38061,,,0.0,4577.0,,,,,,,,,,,,,,,,,,,,,,,,,,
979723,2022-03-11,US_AR_05053,,,0.0,8300.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1422633,2022-03-19,US_KY_21009,,,11.0,20245.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1404702,2022-02-04,US_KS_20149,,,13.0,9778.0,,,,,,,,,,,,,,,,,,,,,,,,,,
250339,2022-01-31,BO,23634.0,6726744.0,33281.0,5249625.0,66683.0,11860582.0,,,,,,,,,,,,,,,,,,,,,,,,
309688,2021-08-04,CY,3715.0,541654.0,2793.0,465901.0,6508.0,1007555.0,,,,,,,,,,,,,,,,,,,,,,,,
1210263,2022-06-03,US_IA_19045,,,-2.0,25577.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1084300,2022-03-21,US_FL_12009,,,64.0,386518.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1567428,2022-04-15,US_MI_26107,,,6.0,18213.0,,,,,,,,,,,,,,,,,,,,,,,,,,
708342,2021-08-19,PL_02_01,100.0,38871.0,89.0,32196.0,189.0,71067.0,,,,,,,,,,,,,,,,,,,,,,,,
2085053,2022-08-15,US_PA_42133,,,0.0,271877.0,,,,,,,,,,,,,,,,,,,,,,,,,,
771589,2021-09-25,PL_12_10,64.0,72964.0,48.0,59475.0,112.0,132439.0,,,,,,,,,,,,,,,,,,,,,,,,
2338453,2022-03-16,US_TX_48431,,,1.0,521.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2040967,2022-07-30,US_OR_41029,,,0.0,130162.0,,,,,,,,,,,,,,,,,,,,,,,,,,
474274,2021-10-02,IL_JM,374.0,588377.0,421.0,507677.0,795.0,1096054.0,,,,,,,,,,,,,,,,,,,,,,,,
843793,2022-03-18,PL_24_13,5.0,86159.0,15.0,79123.0,95.0,209995.0,,,,,,,,,,,,,,,,,,,,,,,,
1411463,2021-09-02,US_KS_20177,,,234.0,88832.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1588276,2022-04-11,US_MN_27023,,,0.0,6284.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2087570,2022-06-19,US_PR_72007,,,0.0,19686.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1277009,2022-01-02,US_IL_17025,,,0.0,4854.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1953973,2021-08-28,US_OH_39013,,,0.0,24861.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1497730,2021-12-14,US_LA_22071,,,119.0,251981.0,,,,,,,,,,,,,,,,,,,,,,,,,,
74727,2021-12-06,AR_C_003,38.0,32388.0,70.0,29327.0,108.0,61715.0,,,,,,,,,,,,,,,,,,,,,,,,
1987554,2021-08-17,US_OH_39149,,,2.0,14301.0,,,,,,,,,,,,,,,,,,,,,,,,,,
105860,2021-12-30,AR_G_091,0.0,6254.0,10.0,5564.0,10.0,11818.0,,,,,,,,,,,,,,,,,,,,,,,,
226914,2022-02-03,AR_Y_014,86.0,38329.0,148.0,28401.0,234.0,66730.0,,,,,,,,,,,,,,,,,,,,,,,,
